@OwnerUserId_a,@UpvoteCount,@DownvoteCount,"(2, 8)","(10, 10)","(8, 32)"
31917.0,6.0,0.0,0.5,0.6154,0.3043
31665.0,5.0,0.0,0.4667,0.6,0.2889
77539.0,52.0,17.0,0.6835,0.6966,0.5505
22013.0,18.0,1.0,0.6897,0.7179,0.4407
63039.0,128.0,14.0,0.8553,0.8519,0.7473
38709.0,17.0,6.0,0.5758,0.6279,0.3968
79302.0,9.0,4.0,0.4783,0.5758,0.3208
69614.0,19.0,2.0,0.6774,0.7073,0.4426
63355.0,35.0,7.0,0.7115,0.7258,0.5244
75934.0,6.0,2.0,0.4444,0.5714,0.2917
7319.0,6.0,2.0,0.4444,0.5714,0.2917
56935.0,13.0,3.0,0.5769,0.6389,0.375
83555.0,3.0,0.0,0.3846,0.5652,0.2558
84666.0,1.0,5.0,0.1875,0.4231,0.1957
22733.0,11.0,0.0,0.619,0.6774,0.3725
72684.0,1.0,0.0,0.2727,0.5238,0.2195
938.0,11.0,0.0,0.619,0.6774,0.3725
64758.0,0.0,2.0,0.1667,0.4545,0.1905
84332.0,0.0,4.0,0.1429,0.4167,0.1818
71814.0,4.0,0.0,0.4286,0.5833,0.2727
75255.0,5.0,0.0,0.4667,0.6,0.2889
53.0,9.0,0.0,0.5789,0.6552,0.3469
72855.0,2.0,0.0,0.3333,0.5455,0.2381
22768.0,0.0,2.0,0.1667,0.4545,0.1905
14198.0,1.0,0.0,0.2727,0.5238,0.2195
38709.0,3.0,0.0,0.3846,0.5652,0.2558
71814.0,257.0,2.0,0.9628,0.957,0.8863
53.0,75.0,0.0,0.9059,0.8947,0.7217
69614.0,21.0,1.0,0.7188,0.7381,0.4677
72855.0,11.0,0.0,0.619,0.6774,0.3725
84376.0,17.0,3.0,0.6333,0.675,0.4167
84370.0,30.0,2.0,0.7619,0.7692,0.5278
84393.0,1.0,2.0,0.2308,0.4783,0.2093
84396.0,2.0,3.0,0.2667,0.48,0.2222
20036.0,2.0,0.0,0.3333,0.5455,0.2381
1201.0,2.0,1.0,0.3077,0.5217,0.2326
84417.0,4.0,0.0,0.4286,0.5833,0.2727
84430.0,1.0,0.0,0.2727,0.5238,0.2195
84468.0,2.0,0.0,0.3333,0.5455,0.2381
84543.0,2.0,1.0,0.3077,0.5217,0.2326
84563.0,2.0,0.0,0.3333,0.5455,0.2381
21558.0,0.0,0.0,0.2,0.5,0.2
12378.0,1.0,2.0,0.2308,0.4783,0.2093
81424.0,1.0,0.0,0.2727,0.5238,0.2195
9892.0,7.0,0.0,0.5294,0.6296,0.3191
72684.0,10.0,0.0,0.6,0.6667,0.36
13900.0,7.0,0.0,0.5294,0.6296,0.3191
47391.0,1.0,0.0,0.2727,0.5238,0.2195
2794.0,2.0,0.0,0.3333,0.5455,0.2381
33581.0,7.0,0.0,0.5294,0.6296,0.3191
,3.0,0.0,0.3846,0.5652,0.2558
84321.0,10.0,0.0,0.6,0.6667,0.36
82972.0,34.0,0.0,0.8182,0.8148,0.5676
83555.0,4.0,0.0,0.4286,0.5833,0.2727
41580.0,0.0,0.0,0.2,0.5,0.2
38709.0,0.0,0.0,0.2,0.5,0.2
84465.0,3.0,0.0,0.3846,0.5652,0.2558
22768.0,0.0,0.0,0.2,0.5,0.2
62868.0,0.0,0.0,0.2,0.5,0.2
9553.0,5.0,0.0,0.4667,0.6,0.2889
84465.0,4.0,0.0,0.4286,0.5833,0.2727
80550.0,0.0,0.0,0.2,0.5,0.2
9553.0,3.0,0.0,0.3846,0.5652,0.2558
53.0,4.0,1.0,0.4,0.56,0.2667
,7.0,0.0,0.5294,0.6296,0.3191
546.0,7.0,0.0,0.5294,0.6296,0.3191
65735.0,1.0,1.0,0.25,0.5,0.2143
9553.0,32.0,2.0,0.7727,0.7778,0.5405
84340.0,15.0,0.0,0.68,0.7143,0.4182
84428.0,42.0,0.0,0.8462,0.8387,0.6098
64758.0,2.0,1.0,0.3077,0.5217,0.2326
38012.0,10.0,0.0,0.6,0.6667,0.36
26785.0,1.0,0.0,0.2727,0.5238,0.2195
7746.0,2.0,0.0,0.3333,0.5455,0.2381
948.0,3.0,0.0,0.3846,0.5652,0.2558
55076.0,5.0,0.0,0.4667,0.6,0.2889
22768.0,2.0,0.0,0.3333,0.5455,0.2381
46816.0,3.0,0.0,0.3846,0.5652,0.2558
84471.0,2.0,0.0,0.3333,0.5455,0.2381
958.0,110.0,0.0,0.9333,0.9231,0.7867
53401.0,41.0,0.0,0.8431,0.8361,0.6049
27409.0,10.0,0.0,0.6,0.6667,0.36
11940.0,8.0,0.0,0.5556,0.6429,0.3333
37771.0,8.0,1.0,0.5263,0.6207,0.3265
84650.0,1.0,0.0,0.2727,0.5238,0.2195
9553.0,4.0,0.0,0.4286,0.5833,0.2727
38709.0,6.0,0.0,0.5,0.6154,0.3043
22768.0,1.0,0.0,0.2727,0.5238,0.2195
2692.0,15.0,0.0,0.68,0.7143,0.4182
1318.0,4.0,0.0,0.4286,0.5833,0.2727
4394.0,4.0,0.0,0.4286,0.5833,0.2727
14471.0,2.0,0.0,0.3333,0.5455,0.2381
27515.0,6.0,0.0,0.5,0.6154,0.3043
94523.0,4.0,0.0,0.4286,0.5833,0.2727
69863.0,6.0,0.0,0.5,0.6154,0.3043
13240.0,1.0,0.0,0.2727,0.5238,0.2195
27515.0,6.0,0.0,0.5,0.6154,0.3043
929.0,1.0,0.0,0.2727,0.5238,0.2195
19627.0,8.0,0.0,0.5556,0.6429,0.3333
64758.0,3.0,0.0,0.3846,0.5652,0.2558
9892.0,2.0,0.0,0.3333,0.5455,0.2381
105632.0,1.0,0.0,0.2727,0.5238,0.2195
56935.0,4.0,0.0,0.4286,0.5833,0.2727
53.0,4.0,0.0,0.4286,0.5833,0.2727
6787.0,4.0,0.0,0.4286,0.5833,0.2727
50478.0,5.0,0.0,0.4667,0.6,0.2889
,1.0,0.0,0.2727,0.5238,0.2195
19813.0,8.0,0.0,0.5556,0.6429,0.3333
21278.0,15.0,0.0,0.68,0.7143,0.4182
4484.0,12.0,1.0,0.6087,0.6667,0.3774
8494.0,40.0,0.0,0.84,0.8333,0.6
11244.0,5.0,0.0,0.4667,0.6,0.2889
84523.0,3.0,0.0,0.3846,0.5652,0.2558
929.0,2.0,0.0,0.3333,0.5455,0.2381
73442.0,4.0,0.0,0.4286,0.5833,0.2727
10941.0,1.0,0.0,0.2727,0.5238,0.2195
27442.0,6.0,0.0,0.5,0.6154,0.3043
4394.0,26.0,0.0,0.7778,0.7826,0.5152
612.0,24.0,0.0,0.7647,0.7727,0.5
118.0,8.0,0.0,0.5556,0.6429,0.3333
64.0,8.0,0.0,0.5556,0.6429,0.3333
17669.0,0.0,0.0,0.2,0.5,0.2
22768.0,7.0,0.0,0.5294,0.6296,0.3191
529.0,17.0,0.0,0.7037,0.7297,0.4386
13240.0,3.0,0.0,0.3846,0.5652,0.2558
118849.0,5.0,1.0,0.4375,0.5769,0.2826
27515.0,1.0,0.0,0.2727,0.5238,0.2195
65.0,4.0,0.0,0.4286,0.5833,0.2727
13539.0,0.0,0.0,0.2,0.5,0.2
38709.0,3.0,0.0,0.3846,0.5652,0.2558
22733.0,2.0,0.0,0.3333,0.5455,0.2381
38883.0,17.0,1.0,0.6786,0.7105,0.431
56938.0,58.0,0.0,0.8824,0.8718,0.6735
37441.0,7.0,0.0,0.5294,0.6296,0.3191
40589.0,73.0,0.0,0.9036,0.8925,0.7168
38709.0,24.0,0.0,0.7647,0.7727,0.5
84592.0,9.0,0.0,0.5789,0.6552,0.3469
53.0,2.0,0.0,0.3333,0.5455,0.2381
53.0,36.0,4.0,0.76,0.7667,0.55
980.0,38.0,11.0,0.678,0.6957,0.5169
38709.0,6.0,5.0,0.381,0.5161,0.2745
84562.0,12.0,7.0,0.4828,0.5641,0.339
929.0,16.0,1.0,0.6667,0.7027,0.4211
25.0,12.0,1.0,0.6087,0.6667,0.3774
42813.0,45.0,1.0,0.8393,0.8333,0.6163
88243.0,1.0,0.0,0.2727,0.5238,0.2195
53.0,3.0,0.0,0.3846,0.5652,0.2558
74892.0,0.0,0.0,0.2,0.5,0.2
46184.0,7.0,0.0,0.5294,0.6296,0.3191
74276.0,1.0,0.0,0.2727,0.5238,0.2195
53.0,2.0,0.0,0.3333,0.5455,0.2381
135116.0,0.0,0.0,0.2,0.5,0.2
643.0,13.0,0.0,0.6522,0.697,0.3962
4394.0,24.0,0.0,0.7647,0.7727,0.5
2827.0,5.0,0.0,0.4667,0.6,0.2889
946.0,17.0,0.0,0.7037,0.7297,0.4386
980.0,4.0,0.0,0.4286,0.5833,0.2727
31917.0,5.0,0.0,0.4667,0.6,0.2889
84465.0,6.0,0.0,0.5,0.6154,0.3043
56938.0,2.0,0.0,0.3333,0.5455,0.2381
14471.0,13.0,1.0,0.625,0.6765,0.3889
8760.0,1.0,0.0,0.2727,0.5238,0.2195
84927.0,1.0,0.0,0.2727,0.5238,0.2195
12047.0,4.0,0.0,0.4286,0.5833,0.2727
53.0,12.0,0.0,0.6364,0.6875,0.3846
133549.0,4.0,0.0,0.4286,0.5833,0.2727
9553.0,1.0,0.0,0.2727,0.5238,0.2195
72855.0,9.0,2.0,0.5238,0.6129,0.3333
83941.0,25.0,0.0,0.7714,0.7778,0.5077
11192.0,5.0,0.0,0.4667,0.6,0.2889
21483.0,5.0,1.0,0.4375,0.5769,0.2826
84582.0,1.0,0.0,0.2727,0.5238,0.2195
68971.0,3.0,0.0,0.3846,0.5652,0.2558
58645.0,8.0,1.0,0.5263,0.6207,0.3265
51948.0,5.0,0.0,0.4667,0.6,0.2889
68986.0,1.0,0.0,0.2727,0.5238,0.2195
57737.0,2.0,0.0,0.3333,0.5455,0.2381
45084.0,2.0,1.0,0.3077,0.5217,0.2326
20070.0,4.0,1.0,0.4,0.56,0.2667
84635.0,30.0,0.0,0.8,0.8,0.5429
21841.0,1.0,0.0,0.2727,0.5238,0.2195
7222.0,11.0,0.0,0.619,0.6774,0.3725
48039.0,24.0,1.0,0.7429,0.7556,0.4923
38709.0,7.0,1.0,0.5,0.6071,0.3125
6118.0,1.0,0.0,0.2727,0.5238,0.2195
10685.0,3.0,0.0,0.3846,0.5652,0.2558
4394.0,11.0,0.0,0.619,0.6774,0.3725
285.0,6.0,0.0,0.5,0.6154,0.3043
53.0,12.0,0.0,0.6364,0.6875,0.3846
546.0,7.0,0.0,0.5294,0.6296,0.3191
12660.0,4.0,0.0,0.4286,0.5833,0.2727
84465.0,1.0,0.0,0.2727,0.5238,0.2195
9553.0,140.0,0.0,0.9467,0.9375,0.8222
70982.0,87.0,0.0,0.9175,0.9065,0.748
84595.0,8.0,6.0,0.4167,0.5294,0.2963
56935.0,6.0,1.0,0.4706,0.5926,0.2979
84606.0,12.0,1.0,0.6087,0.6667,0.3774
73304.0,2.0,0.0,0.3333,0.5455,0.2381
7018.0,4.0,0.0,0.4286,0.5833,0.2727
20449.0,31.0,4.0,0.7333,0.7455,0.52
84655.0,2.0,3.0,0.2667,0.48,0.2222
84659.0,4.0,14.0,0.2143,0.3684,0.2069
32436.0,1.0,0.0,0.2727,0.5238,0.2195
21.0,8.0,0.0,0.5556,0.6429,0.3333
53.0,9.0,0.0,0.5789,0.6552,0.3469
83941.0,2.0,0.0,0.3333,0.5455,0.2381
38709.0,6.0,0.0,0.5,0.6154,0.3043
67964.0,1.0,4.0,0.2,0.44,0.2
77539.0,11.0,1.0,0.5909,0.6562,0.3654
34050.0,8.0,0.0,0.5556,0.6429,0.3333
32436.0,3.0,1.0,0.3571,0.5417,0.25
22768.0,2.0,0.0,0.3333,0.5455,0.2381
7734.0,3.0,0.0,0.3846,0.5652,0.2558
84599.0,1.0,0.0,0.2727,0.5238,0.2195
53.0,2.0,0.0,0.3333,0.5455,0.2381
16183.0,16.0,0.0,0.6923,0.7222,0.4286
14506.0,5.0,0.0,0.4667,0.6,0.2889
104261.0,0.0,2.0,0.1667,0.4545,0.1905
929.0,4.0,0.0,0.4286,0.5833,0.2727
4394.0,18.0,0.0,0.7143,0.7368,0.4483
5962.0,28.0,0.0,0.7895,0.7917,0.5294
351.0,26.0,0.0,0.7778,0.7826,0.5152
,8.0,0.0,0.5556,0.6429,0.3333
62.0,5.0,0.0,0.4667,0.6,0.2889
6862.0,8.0,0.0,0.5556,0.6429,0.3333
7734.0,10.0,0.0,0.6,0.6667,0.36
9553.0,45.0,2.0,0.8246,0.8209,0.6092
56938.0,20.0,0.0,0.7333,0.75,0.4667
38012.0,4.0,2.0,0.375,0.5385,0.2609
70982.0,63.0,2.0,0.8667,0.8588,0.6762
53183.0,16.0,2.0,0.6429,0.6842,0.4138
25.0,15.0,1.0,0.6538,0.6944,0.4107
84725.0,5.0,0.0,0.4667,0.6,0.2889
84340.0,1.0,0.0,0.2727,0.5238,0.2195
20869.0,4.0,0.0,0.4286,0.5833,0.2727
70982.0,10.0,0.0,0.6,0.6667,0.36
46816.0,12.0,1.0,0.6087,0.6667,0.3774
26614.0,9.0,0.0,0.5789,0.6552,0.3469
11565.0,3.0,0.0,0.3846,0.5652,0.2558
32436.0,1.0,0.0,0.2727,0.5238,0.2195
4050.0,0.0,0.0,0.2,0.5,0.2
28145.0,0.0,0.0,0.2,0.5,0.2
49043.0,1.0,0.0,0.2727,0.5238,0.2195
27515.0,2.0,0.0,0.3333,0.5455,0.2381
31917.0,3.0,0.0,0.3846,0.5652,0.2558
80626.0,3.0,0.0,0.3846,0.5652,0.2558
84637.0,2.0,0.0,0.3333,0.5455,0.2381
75255.0,13.0,0.0,0.6522,0.697,0.3962
76121.0,3.0,0.0,0.3846,0.5652,0.2558
,17.0,1.0,0.6786,0.7105,0.431
8760.0,3.0,0.0,0.3846,0.5652,0.2558
929.0,9.0,1.0,0.55,0.6333,0.34
75603.0,5.0,1.0,0.4375,0.5769,0.2826
66782.0,6.0,0.0,0.5,0.6154,0.3043
21815.0,4.0,0.0,0.4286,0.5833,0.2727
9553.0,31.0,10.0,0.6471,0.6721,0.4815
37771.0,43.0,2.0,0.8182,0.8154,0.6
30739.0,4.0,0.0,0.4286,0.5833,0.2727
22068.0,15.0,0.0,0.68,0.7143,0.4182
84689.0,3.0,3.0,0.3125,0.5,0.2391
84690.0,70.0,2.0,0.878,0.8696,0.6964
84696.0,36.0,7.0,0.717,0.7302,0.5301
14885.0,22.0,1.0,0.7273,0.7442,0.4762
49750.0,2.0,8.0,0.2,0.4,0.2
7938.0,11.0,0.0,0.619,0.6774,0.3725
32436.0,8.0,2.0,0.5,0.6,0.32
10234.0,1.0,0.0,0.2727,0.5238,0.2195
49583.0,1.0,0.0,0.2727,0.5238,0.2195
25124.0,1.0,0.0,0.2727,0.5238,0.2195
20457.0,2.0,0.0,0.3333,0.5455,0.2381
76121.0,1.0,0.0,0.2727,0.5238,0.2195
84677.0,4.0,0.0,0.4286,0.5833,0.2727
64075.0,2.0,0.0,0.3333,0.5455,0.2381
31149.0,4.0,0.0,0.4286,0.5833,0.2727
10220.0,0.0,0.0,0.2,0.5,0.2
83941.0,2.0,0.0,0.3333,0.5455,0.2381
9553.0,5.0,0.0,0.4667,0.6,0.2889
38012.0,0.0,0.0,0.2,0.5,0.2
83941.0,3.0,0.0,0.3846,0.5652,0.2558
83941.0,7.0,0.0,0.5294,0.6296,0.3191
53.0,2.0,0.0,0.3333,0.5455,0.2381
56935.0,2.0,0.0,0.3333,0.5455,0.2381
67326.0,5.0,0.0,0.4667,0.6,0.2889
27515.0,2.0,0.0,0.3333,0.5455,0.2381
53.0,3.0,0.0,0.3846,0.5652,0.2558
80506.0,6.0,0.0,0.5,0.6154,0.3043
22768.0,2.0,0.0,0.3333,0.5455,0.2381
78834.0,1.0,0.0,0.2727,0.5238,0.2195
6118.0,4.0,0.0,0.4286,0.5833,0.2727
546.0,3.0,0.0,0.3846,0.5652,0.2558
6820.0,5.0,0.0,0.4667,0.6,0.2889
22733.0,7.0,0.0,0.5294,0.6296,0.3191
67068.0,2.0,0.0,0.3333,0.5455,0.2381
8760.0,3.0,0.0,0.3846,0.5652,0.2558
6118.0,89.0,0.0,0.9192,0.9083,0.7519
31487.0,20.0,0.0,0.7333,0.75,0.4667
75683.0,48.0,0.0,0.8621,0.8529,0.6364
9553.0,24.0,0.0,0.7647,0.7727,0.5
53.0,8.0,0.0,0.5556,0.6429,0.3333
21558.0,9.0,0.0,0.5789,0.6552,0.3469
84770.0,9.0,0.0,0.5789,0.6552,0.3469
40589.0,15.0,0.0,0.68,0.7143,0.4182
20036.0,6.0,0.0,0.5,0.6154,0.3043
34177.0,6.0,0.0,0.5,0.6154,0.3043
71814.0,1.0,0.0,0.2727,0.5238,0.2195
47391.0,1.0,0.0,0.2727,0.5238,0.2195
16183.0,62.0,0.0,0.8889,0.878,0.6863
78722.0,24.0,1.0,0.7429,0.7556,0.4923
4458.0,12.0,0.0,0.6364,0.6875,0.3846
47391.0,5.0,0.0,0.4667,0.6,0.2889
,0.0,0.0,0.2,0.5,0.2
84834.0,3.0,0.0,0.3846,0.5652,0.2558
86411.0,2.0,0.0,0.3333,0.5455,0.2381
75255.0,0.0,0.0,0.2,0.5,0.2
346.0,6.0,0.0,0.5,0.6154,0.3043
6110.0,3.0,0.0,0.3846,0.5652,0.2558
7075.0,4.0,0.0,0.4286,0.5833,0.2727
83941.0,1.0,0.0,0.2727,0.5238,0.2195
,1.0,1.0,0.25,0.5,0.2143
22733.0,8.0,0.0,0.5556,0.6429,0.3333
22733.0,24.0,0.0,0.7647,0.7727,0.5
15501.0,2.0,1.0,0.3077,0.5217,0.2326
41208.0,9.0,0.0,0.5789,0.6552,0.3469
8494.0,1.0,0.0,0.2727,0.5238,0.2195
27515.0,6.0,0.0,0.5,0.6154,0.3043
929.0,1.0,0.0,0.2727,0.5238,0.2195
49043.0,1.0,0.0,0.2727,0.5238,0.2195
6787.0,5.0,0.0,0.4667,0.6,0.2889
529.0,5.0,0.0,0.4667,0.6,0.2889
22768.0,1.0,0.0,0.2727,0.5238,0.2195
22733.0,4.0,0.0,0.4286,0.5833,0.2727
53.0,2.0,0.0,0.3333,0.5455,0.2381
84791.0,2.0,0.0,0.3333,0.5455,0.2381
703.0,0.0,0.0,0.2,0.5,0.2
53.0,59.0,0.0,0.8841,0.8734,0.6768
2794.0,33.0,0.0,0.814,0.8113,0.5616
53.0,15.0,0.0,0.68,0.7143,0.4182
84834.0,4.0,0.0,0.4286,0.5833,0.2727
88587.0,1.0,0.0,0.2727,0.5238,0.2195
9553.0,0.0,1.0,0.1818,0.4762,0.1951
83941.0,3.0,0.0,0.3846,0.5652,0.2558
77539.0,0.0,0.0,0.2,0.5,0.2
8760.0,6.0,0.0,0.5,0.6154,0.3043
27515.0,2.0,0.0,0.3333,0.5455,0.2381
53.0,1.0,0.0,0.2727,0.5238,0.2195
83941.0,5.0,0.0,0.4667,0.6,0.2889
22733.0,2.0,0.0,0.3333,0.5455,0.2381
53.0,3.0,0.0,0.3846,0.5652,0.2558
14506.0,6.0,0.0,0.5,0.6154,0.3043
,1.0,0.0,0.2727,0.5238,0.2195
84892.0,2.0,0.0,0.3333,0.5455,0.2381
65.0,4.0,0.0,0.4286,0.5833,0.2727
